x1,x1_mean,condition,binchoice,bincorrect,x2,x2_mean,xavg,estim,binrt,subj,x1_relative,x2_relative
48.25,3,-1,-1,1,57.5,1,52.875,NaN,2.95835041854298,12,-1.75,7.5
45.875,3,-1,-1,1,58.625,1,52.25,NaN,0.808766855217982,12,-4.125,8.625
51.625,2,-1,1,1,52.25,2,51.9375,NaN,2.06895060895476,12,1.625,2.25
51.25,2,-1,1,1,61.25,1,56.25,NaN,0.772654465807136,12,1.25,11.25
52.125,2,-1,1,1,39.625,4,45.875,NaN,0.774910089268815,12,2.125,-10.375
55,2,-1,-1,0,46.5,3,50.75,NaN,1.3125532392296,12,5,-3.5
53.375,2,-1,1,1,40.625,4,47,NaN,0.772906310565304,12,3.375,-9.375
47,3,-1,-1,1,55.125,2,51.0625,NaN,0.982568681298289,12,-3,5.125
47.875,3,-1,-1,1,57.625,1,52.75,NaN,1.76222575589782,12,-2.125,7.625
54.5,2,-1,1,1,41.375,4,47.9375,NaN,0.696398748375941,12,4.5,-8.625
47.75,3,-1,-1,1,54,2,50.875,NaN,1.57385334430728,12,-2.25,4
48,3,-1,1,0,51.5,2,49.75,NaN,1.71289130521473,12,-2,1.5
54,2,-1,1,1,40.25,4,47.125,NaN,1.86381504661404,12,4,-9.75
44.375,3,-1,-1,1,61.125,1,52.75,NaN,0.860681755060796,12,-5.625,11.125
52.125,2,-1,1,1,60.375,1,56.25,NaN,2.63125030265655,12,2.125,10.375
48.5,3,-1,-1,1,42.75,4,45.625,NaN,1.00410847656894,12,-1.5,-7.25
47.625,3,-1,-1,1,40.5,4,44.0625,NaN,3.48934613878373,12,-2.375,-9.5
48.5,3,-1,-1,1,47.5,3,48,NaN,2.47610419720877,12,-1.5,-2.5
55.125,2,-1,-1,0,44.75,3,49.9375,NaN,3.26024909270927,12,5.125,-5.25
54.625,2,-1,-1,0,39.125,4,46.875,NaN,1.27136374812108,12,4.625,-10.875
50.625,2,-1,-1,0,59.375,1,55,NaN,1.26167337922379,12,0.625,9.375
44.5,3,-1,-1,1,59.25,1,51.875,NaN,1.59648083348293,12,-5.5,9.25
46.125,3,-1,-1,1,60.625,1,53.375,NaN,0.893875555193517,12,-3.875,10.625
44.5,3,-1,-1,1,37.75,4,41.125,NaN,0.919967424939387,12,-5.5,-12.25
51.25,2,-1,1,1,58.25,1,54.75,NaN,2.74039574840572,12,1.25,8.25
51.25,2,-1,-1,0,54.125,2,52.6875,NaN,3.06286598445149,12,1.25,4.125
50.25,2,-1,-1,0,59.75,1,55,NaN,0.781354836770333,12,0.25,9.75
53,2,-1,-1,0,53,2,53,NaN,0.954342266020831,12,3,3
55.875,2,-1,1,1,37.5,4,46.6875,NaN,1.40414113143925,12,5.875,-12.5
53.75,2,-1,-1,0,45.375,3,49.5625,NaN,1.97289722575806,12,3.75,-4.625
55.25,2,-1,1,1,62.875,1,59.0625,NaN,1.6992258944083,12,5.25,12.875
51.75,2,-1,-1,0,38.625,4,45.1875,NaN,3.89652214181842,12,1.75,-11.375
52.75,2,-1,1,1,57.375,1,55.0625,NaN,0.914744619745761,12,2.75,7.375
47.375,3,-1,1,0,40.375,4,43.875,NaN,2.6549120482523,12,-2.625,-9.625
52.125,2,-1,1,1,53,2,52.5625,NaN,0.765430411382113,12,2.125,3
44.5,3,-1,-1,1,58.5,1,51.5,NaN,0.914702681824565,12,-5.5,8.5
52.125,2,-1,1,1,57.5,1,54.8125,NaN,4.67979496764019,12,2.125,7.5
54.625,2,-1,-1,0,47.375,3,51,NaN,1.85037626931444,12,4.625,-2.625
48.625,3,-1,-1,1,44.75,3,46.6875,NaN,2.58564880269114,12,-1.375,-5.25
48.25,3,-1,-1,1,45.5,3,46.875,NaN,1.06664804933826,12,-1.75,-4.5
47.25,3,-1,1,0,48.75,3,48,NaN,1.17574666760629,12,-2.75,-1.25
47,3,-1,-1,1,54.625,2,50.8125,NaN,0.706313266127836,12,-3,4.625
48.5,3,-1,1,0,58.125,1,53.3125,NaN,2.32787555042887,12,-1.5,8.125
45.625,3,-1,1,0,53.5,2,49.5625,NaN,1.49078359187115,12,-4.375,3.5
50.625,2,-1,-1,0,48.5,3,49.5625,NaN,0.760385795612819,12,0.625,-1.5
54.25,2,-1,1,1,44.5,3,49.375,NaN,1.25152173999231,12,4.25,-5.5
54.25,2,-1,1,1,45,3,49.625,NaN,1.81652511208085,12,4.25,-5
46.875,3,-1,-1,1,51.75,2,49.3125,NaN,2.11243667913368,12,-3.125,1.75
48.25,3,-1,-1,1,37.75,4,43,NaN,0.813171128276736,12,-1.75,-12.25
54.625,2,-1,1,1,42.375,4,48.5,NaN,0.758344884379767,12,4.625,-7.625
48.5,3,-1,-1,1,44.5,3,46.5,NaN,0.776832546514925,12,-1.5,-5.5
47,3,-1,1,0,62,1,54.5,NaN,1.512559283874,12,-3,12
48.625,3,-1,-1,1,62.375,1,55.5,NaN,0.932471962179989,12,-1.375,12.375
52.25,2,-1,1,1,42.75,4,47.5,NaN,1.60834339668509,12,2.25,-7.25
54.125,2,-1,-1,0,62.75,1,58.4375,NaN,2.04394721705467,12,4.125,12.75
52.625,2,-1,1,1,60,1,56.3125,NaN,1.02664802432992,12,2.625,10
50.875,2,-1,1,1,45.375,3,48.125,NaN,0.962882225168869,12,0.875,-4.625
45.5,3,-1,-1,1,51.875,2,48.6875,NaN,1.41400430910289,12,-4.5,1.875
47.625,3,-1,1,0,57.625,1,52.625,NaN,0.80790956877172,12,-2.375,7.625
45,3,-1,-1,1,47.375,3,46.1875,NaN,0.71303059667116,12,-5,-2.625
44.875,3,-1,-1,1,40.125,4,42.5,NaN,1.09345938113984,12,-5.125,-9.875
52.25,2,-1,-1,0,52.125,2,52.1875,NaN,1.79704293451505,12,2.25,2.125
51.875,2,-1,-1,0,39.125,4,45.5,NaN,0.92929290473694,12,1.875,-10.875
53.25,2,-1,1,1,53.125,2,53.1875,NaN,0.837705840414856,12,3.25,3.125
44.125,3,-1,1,0,59.375,1,51.75,NaN,1.856854430167,12,-5.875,9.375
47.375,3,-1,1,0,38.75,4,43.0625,NaN,1.92818482965231,12,-2.625,-11.25
44.75,3,-1,-1,1,52.25,2,48.5,NaN,1.37733483751072,12,-5.25,2.25
45.625,3,-1,1,0,55.5,2,50.5625,NaN,2.01275717065437,12,-4.375,5.5
55.125,2,-1,-1,0,61.75,1,58.4375,NaN,2.58952942636097,12,5.125,11.75
45.125,3,-1,1,0,53.5,2,49.3125,NaN,1.03773244016338,12,-4.875,3.5
48.625,3,-1,-1,1,60.5,1,54.5625,NaN,0.781615642481484,12,-1.375,10.5
53.875,2,-1,1,1,59.125,1,56.5,NaN,0.785630916012451,12,3.875,9.125
54.625,2,-1,1,1,41.875,4,48.25,NaN,1.04880345735,12,4.625,-8.125
52.75,2,-1,1,1,37.625,4,45.1875,NaN,1.03435606654966,12,2.75,-12.375
45.75,3,-1,-1,1,51.625,2,48.6875,NaN,2.19454003375722,12,-4.25,1.625
51.75,2,-1,1,1,44.5,3,48.125,NaN,2.82051359221805,12,1.75,-5.5
53,2,-1,1,1,42.125,4,47.5625,NaN,3.77922877058154,12,3,-7.875
46,3,-1,-1,1,52.625,2,49.3125,NaN,0.911346074484754,12,-4,2.625
53.5,2,-1,-1,0,54.625,2,54.0625,NaN,1.62624045385746,12,3.5,4.625
45.875,3,-1,-1,1,45.375,3,45.625,NaN,2.94564527238254,12,-4.125,-4.625
54.25,2,-1,1,1,45.25,3,49.75,NaN,0.829329214117024,12,4.25,-4.75
51,2,-1,-1,0,53.5,2,52.25,NaN,0.816491549951024,12,1,3.5
53,2,-1,1,1,52.75,2,52.875,NaN,1.22734483476961,12,3,2.75
44.875,3,-1,1,0,57.125,1,51,NaN,1.51228285278194,12,-5.125,7.125
45.125,3,-1,-1,1,59.875,1,52.5,NaN,2.45872235886054,12,-4.875,9.875
47.125,3,-1,-1,1,59.25,1,53.1875,NaN,1.76049851230346,12,-2.875,9.25
51,2,-1,1,1,54.625,2,52.8125,NaN,0.784423265373334,12,1,4.625
46.875,3,-1,-1,1,54.5,2,50.6875,NaN,3.60914781090105,12,-3.125,4.5
53.125,2,-1,-1,0,58.5,1,55.8125,NaN,2.26719775260426,12,3.125,8.5
50.5,2,-1,-1,0,46.125,3,48.3125,NaN,2.66520630178275,12,0.5,-3.875
53.25,2,-1,1,1,44.375,3,48.8125,NaN,0.831253823125735,12,3.25,-5.625
55.625,2,-1,1,1,57.25,1,56.4375,NaN,1.65554010792403,12,5.625,7.25
48.75,3,1,1,0,44.375,3,46.5625,48,2.89008562621494,12,-1.25,-5.625
48.375,3,1,-1,1,47.875,3,48.125,47,2.79976861586067,12,-1.625,-2.125
54.5,2,0,NaN,0,41.125,4,47.8125,38,2.28332320387194,12,4.5,-8.875
45.375,3,1,-1,1,41.625,4,43.5,37,4.86756791764192,12,-4.625,-8.375
47.5,3,1,-1,1,38.625,4,43.0625,51,3.78385763359384,12,-2.5,-11.375
47.75,3,1,1,0,57.5,1,52.625,61,5.884645653985,12,-2.25,7.5
52,2,0,NaN,0,39.5,4,45.75,38,3.30038450628794,12,2,-10.5
46.625,3,1,1,0,38.375,4,42.5,47,2.70013571626929,12,-3.375,-11.625
47.5,3,0,NaN,0,47.875,3,47.6875,37,5.61787275836077,12,-2.5,-2.125
47.25,3,1,1,0,41.375,4,44.3125,48,1.99980847066291,12,-2.75,-8.625
48.625,3,0,NaN,0,42.375,4,45.5,38,4.16730539651684,12,-1.375,-7.625
52.25,2,1,1,1,39.25,4,45.75,47,3.16699019121673,12,2.25,-10.75
51.625,2,0,NaN,0,48.375,3,50,49,6.71830434522157,12,1.625,-1.625
54.75,2,1,1,1,47.25,3,51,51,3.51709541000516,12,4.75,-2.75
46.75,3,0,NaN,0,47.75,3,47.25,37,4.60083386083231,12,-3.25,-2.25
53.25,2,1,-1,0,58.75,1,56,51,2.98359510731146,12,3.25,8.75
44.25,3,1,-1,1,48.25,3,46.25,44,4.26738262704804,12,-5.75,-1.75
46.875,3,0,NaN,0,39.875,4,43.375,37,3.40040732732971,12,-3.125,-10.125
53.375,2,1,-1,0,42,4,47.6875,39,3.18360680088864,12,3.375,-8
55.375,2,0,NaN,0,37.625,4,46.5,51,5.86792994485659,12,5.375,-12.375
47,3,0,NaN,0,46.5,3,46.75,53,6.23477295989209,12,-3,-3.5
52.375,2,0,NaN,0,54.5,2,53.4375,48,4.634189441425,12,2.375,4.5
53.375,2,0,NaN,0,38,4,45.6875,38,3.08357169119689,12,3.375,-12
54.625,2,1,1,1,58,1,56.3125,52,2.65005680961638,12,4.625,8
44.625,3,0,NaN,0,47.375,3,46,33,3.68380228230254,12,-5.375,-2.625
54.875,2,0,NaN,0,58.375,1,56.625,46,4.21737006585472,12,4.875,8.375
51.125,2,1,-1,0,54.625,2,52.875,48,2.66690700480025,12,1.125,4.625
55.875,2,0,NaN,0,58.5,1,57.1875,51,3.61709047090094,12,5.875,8.5
47.25,3,1,1,0,54,2,50.625,46,3.5504307386837,12,-2.75,4
51.25,2,1,1,1,58.875,1,55.0625,62,10.5864201856627,12,1.25,8.875
45.5,3,1,-1,1,59.25,1,52.375,46,2.16660715277502,12,-4.5,9.25
48.75,3,0,NaN,0,54,2,51.375,37,3.98395485381045,12,-1.25,4
45.125,3,0,NaN,0,48.75,3,46.9375,62,8.41887458325068,12,-4.875,-1.25
51.75,2,1,1,1,45.5,3,48.625,53,4.03396425120006,12,1.75,-4.5
53.75,2,1,-1,0,53.125,2,53.4375,38,2.75025729479906,12,3.75,3.125
46.375,3,1,-1,1,46.875,3,46.625,62,4.83426518903479,12,-3.625,-3.125
55.25,2,1,1,1,55.625,2,55.4375,52,2.53339589717142,12,5.25,5.625
47.5,3,1,-1,1,51.375,2,49.4375,39,5.28448189986908,12,-2.5,1.375
48.5,3,0,NaN,0,42.125,4,45.3125,37,3.05021384456699,12,-1.5,-7.875
44.75,3,0,NaN,0,40.375,4,42.5625,38,3.46709647121831,12,-5.25,-9.625
51.125,2,1,1,1,57.625,1,54.375,49,5.75124890387591,12,1.125,7.625
53.625,2,1,1,1,46.625,3,50.125,62,7.23509710596263,12,3.625,-3.375
48,3,0,NaN,0,46.375,3,47.1875,37,5.13435752965446,12,-2,-3.625
53.25,2,0,NaN,0,53.5,2,53.375,46,4.51747737215853,12,3.25,3.5
54.625,2,0,NaN,0,58.75,1,56.6875,48,4.40077332209307,12,4.625,8.75
55.375,2,1,1,1,47.125,3,51.25,62,4.45067417780775,12,5.375,-2.875
47.25,3,1,-1,1,44.75,3,46,38,2.88352848415123,12,-2.75,-5.25
51.5,2,0,NaN,0,42.25,4,46.875,38,3.60046476692982,12,1.5,-7.75
52.875,2,1,1,1,62.5,1,57.6875,52,3.35037378505971,12,2.875,12.5
54.625,2,0,NaN,0,37.25,4,45.9375,39,2.70011722934106,12,4.625,-12.75
45.5,3,1,1,0,40.5,4,43,38,3.31703907644702,12,-4.5,-9.5
44.375,3,1,1,0,37.625,4,41,38,4.7841888019201,12,-5.625,-12.375
44.5,3,0,NaN,0,40.625,4,42.5625,42,2.75010680564922,12,-5.5,-9.375
54.125,2,1,1,1,53.5,2,53.8125,48,2.75014819811957,12,4.125,3.5
46.875,3,1,-1,1,61.5,1,54.1875,51,3.08362158844765,12,-3.125,11.5
48.625,3,1,1,0,38.125,4,43.375,48,6.71824122743682,12,-1.375,-11.875
54.125,2,0,NaN,0,55.75,2,54.9375,52,6.75162871424604,12,4.125,5.75
48,3,1,1,0,52.25,2,50.125,48,2.98357655095807,12,-2,2.25
54.375,2,1,1,1,54.375,2,54.375,62,3.91721583290356,12,4.375,4.375
51,2,0,NaN,0,47.75,3,49.375,38,4.91762254016741,12,1,-2.25
55.25,2,0,NaN,0,51,2,53.125,48,7.91871099773872,12,5.25,1
47.625,3,1,-1,1,59.375,1,53.5,38,2.90011159598524,12,-2.375,9.375
47.75,3,0,NaN,0,46.625,3,47.1875,37,5.9179792716309,12,-2.25,-3.375
51.75,2,1,1,1,55,2,53.375,53,4.11733350854921,12,1.75,5
52,2,0,NaN,0,58.875,1,55.4375,53,4.16738988653945,12,2,8.875
47.125,3,0,NaN,0,42.5,4,44.8125,45,3.05027245408022,12,-2.875,-7.5
44.625,3,1,-1,1,46.125,3,45.375,45,3.60048351132622,12,-5.375,-3.875
55.25,2,0,NaN,0,48.125,3,51.6875,52,3.60042699448566,12,5.25,-1.875
45.875,3,0,NaN,0,38.875,4,42.375,38,3.10024846748919,12,-4.125,-11.125
48.75,3,0,NaN,0,54.125,2,51.4375,52,6.73495080215813,12,-1.25,4.125
51.875,2,0,NaN,0,41.375,4,46.625,45,3.73382156226445,12,1.875,-8.625
46,3,1,-1,1,60.625,1,53.3125,38,5.66789385884873,12,-4,10.625
54.25,2,1,-1,0,53.75,2,54,48,4.43413167453485,12,4.25,3.75
53.125,2,0,NaN,0,60.875,1,57,52,3.73383913714444,12,3.125,10.875
52.875,2,0,NaN,0,47.375,3,50.125,46,4.63416779585036,12,2.875,-2.625
54.625,2,1,1,1,50.875,2,52.75,38,3.55043805292181,12,4.625,0.875
51.25,2,0,NaN,0,62.875,1,57.0625,49,2.85015858213988,12,1.25,12.875
50.75,2,1,1,1,48.25,3,49.5,46,4.36743348593645,12,0.75,-1.75
45.875,3,0,NaN,0,50.5,2,48.1875,37,7.41846207878764,12,-4.125,0.5
47.25,3,1,-1,1,59.125,1,53.1875,38,5.90118706629111,12,-2.75,9.125
45.25,3,1,-1,1,46.875,3,46.0625,38,2.96665267108343,12,-4.75,-3.125
50.5,2,0,NaN,0,48.75,3,49.625,52,6.71830533185226,12,0.5,-1.25
47.125,3,0,NaN,0,61.375,1,54.25,48,3.28369045304876,12,-2.875,11.375
45.5,3,0,NaN,0,53.25,2,49.375,52,3.30036263220534,12,-4.5,3.25
45.5,3,1,-1,1,57.125,1,51.3125,52,6.01802049033998,12,-4.5,7.125
51.25,2,1,-1,0,58.125,1,54.6875,38,2.23324465942,12,1.25,8.125
54.125,2,0,NaN,0,50.5,2,52.3125,38,2.65005988931646,12,4.125,0.5
45.875,3,0,NaN,0,61.125,1,53.5,52,6.33483892371167,12,-4.125,11.125
44.75,3,0,NaN,0,58.125,1,51.4375,47,7.20177741817749,12,-5.25,8.125
45.75,3,1,1,0,50.375,2,48.0625,48,2.34999095489348,12,-4.25,0.375
54,2,1,1,1,39.5,4,46.75,38,6.73483866108621,12,4,-10.5
54.125,2,1,1,1,51.25,2,52.6875,48,2.85020028166779,12,4.125,1.25
46.125,3,1,-1,1,59.75,1,52.9375,48,5.56781294878407,12,-3.875,9.75
52.125,2,1,-1,0,55.25,2,53.6875,52,6.81827420954497,12,2.125,5.25
47.625,3,0,NaN,0,57.75,1,52.6875,56,3.61708518467092,12,-2.375,7.75
50.375,2,0,NaN,0,46,3,48.1875,38,2.38339484547943,12,0.375,-4
48.125,3,1,-1,1,57.125,1,52.625,56,9.06915681159995,12,-1.875,7.125
55,2,1,1,1,41.25,4,48.125,38,4.0172469798072,12,5,-8.75
48.375,3,1,-1,1,45,3,46.6875,36,4.41742747570119,12,-1.625,-5
45.5,3,0,NaN,0,53.375,2,49.4375,36,8.23551625540524,12,-4.5,3.375
54,2,0,NaN,0,45,3,49.5,62,4.46741724997025,12,4,-5
54.5,2,0,NaN,0,46.75,3,50.625,48,4.55077279644543,12,4.5,-3.25
47.25,3,0,NaN,0,45.375,3,46.3125,48,4.20069041337724,12,-2.75,-4.625
53.125,2,0,NaN,0,40.75,4,46.9375,48,6.11805510850161,12,3.125,-9.25
44.375,3,1,1,0,50.125,2,47.25,52,8.502189689372,12,-5.625,0.125
48.25,3,1,1,0,44.625,3,46.4375,38,2.95022429285516,12,-1.75,-5.375
55.125,2,0,NaN,0,38.25,4,46.6875,38,2.95020513151109,12,5.125,-11.75
48.5,3,0,NaN,0,57.375,1,52.9375,52,3.36708042884913,12,-1.5,7.375
50.25,2,0,NaN,0,58,1,54.125,48,2.78343312373547,12,0.25,8
50.625,2,0,NaN,0,61.875,1,56.25,48,2.43337266433927,12,0.625,11.875
45,3,0,NaN,0,42.875,4,43.9375,38,4.73421724639981,12,-5,-7.125
46.125,3,0,NaN,0,44.125,3,45.125,48,2.55007092275955,12,-3.875,-5.875
47.25,3,1,-1,1,59.875,1,53.5625,48,4.68416972983695,12,-2.75,9.875
47.25,3,1,1,0,46.375,3,46.8125,38,3.30031463998096,12,-2.75,-3.625
46.625,3,1,-1,1,45.25,3,45.9375,35,4.28388295394137,12,-3.375,-4.75
50.375,2,0,NaN,0,47.25,3,48.8125,52,3.98397715396517,12,0.375,-2.75
47.875,3,1,-1,1,47.625,3,47.75,35,9.26924007220217,12,-2.125,-2.375
46.625,3,1,-1,1,44.125,3,45.375,38,4.36742211012814,12,-3.375,-5.875
47.5,3,0,NaN,0,38.5,4,43,48,3.68376029951997,12,-2.5,-11.5
44.625,3,0,NaN,0,57.25,1,50.9375,48,7.51867104891498,12,-5.375,7.25
53.875,2,1,1,1,50.625,2,52.25,52,2.83350640695045,12,3.875,0.625
55.125,2,0,NaN,0,45.25,3,50.1875,38,3.13363631649939,12,5.125,-4.75
53.625,2,0,NaN,0,46.625,3,50.125,48,3.30036509223628,12,3.625,-3.375
54.5,2,0,NaN,0,57.875,1,56.1875,51,3.0669480997342,12,4.5,7.875
46.625,3,0,NaN,0,58.5,1,52.5625,51,3.21706528464315,12,-3.375,8.5
47,3,0,NaN,0,46.125,3,46.5625,48,4.93430030824771,12,-3,-3.875
54,2,1,1,1,60.75,1,57.375,62,3.03359381322648,12,4,10.75
53.5,2,0,NaN,0,48,3,50.75,38,3.43376313127306,12,3.5,-2
47.375,3,0,NaN,0,37.5,4,42.4375,38,5.71787102788908,12,-2.625,-12.5
45.5,3,1,-1,1,58.25,1,51.875,52,3.63379883088031,12,-4.5,8.25
45.5,3,0,NaN,0,53.25,2,49.375,38,5.60120401079065,12,-4.5,3.25
53.875,2,1,1,1,59.625,1,56.75,52,4.98430720633157,12,3.875,9.625
51.75,2,1,1,1,48.25,3,50,38,6.36811476970683,12,1.75,-1.75
48.25,3,1,1,0,60.5,1,54.375,52,3.38369806482326,12,-1.75,10.5
52.875,2,0,NaN,0,41,4,46.9375,48,9.00247840401476,12,2.875,-9
46.25,3,0,NaN,0,54.875,2,50.5625,45,8.16879879596937,12,-3.75,4.875
50.375,2,1,-1,0,48,3,49.1875,43,3.8338670607371,12,0.375,-2
44.875,3,1,-1,1,54,2,49.4375,38,11.3700217102392,12,-5.125,4
51.125,2,0,NaN,0,46.5,3,48.8125,48,7.18513987186099,12,1.125,-3.5
46,3,0,NaN,0,62,1,54,48,6.43480563930654,12,-4,12
46.875,3,0,NaN,0,60,1,53.4375,38,5.73458882453287,12,-3.125,10
54.5,2,0,NaN,0,42.375,4,48.4375,48,3.58373269845678,12,4.5,-7.625
52.875,2,0,NaN,0,55.25,2,54.0625,38,3.83388954457095,12,2.875,5.25
53.875,2,0,NaN,0,41.125,4,47.5,48,2.90021649740152,12,3.875,-8.875
52.125,2,1,-1,0,54,2,53.0625,38,2.81683026024517,12,2.125,4
51.5,2,0,NaN,0,61.25,1,56.375,46,2.81683306740191,12,1.5,11.25
54.375,2,1,-1,0,52,2,53.1875,52,4.40075204308327,12,4.375,2
46.625,3,0,NaN,0,54.75,2,50.6875,46,4.634138880073,12,-3.375,4.75
48.125,3,1,-1,1,57.25,1,52.6875,38,3.28367146546594,12,-1.875,7.25
45.125,3,0,NaN,0,39,4,42.0625,38,2.33330505891221,12,-4.875,-11
47.75,3,0,NaN,0,44.25,3,46,38,4.95097634069901,12,-2.25,-5.75
55,2,1,-1,0,61.125,1,58.0625,48,6.61825117030983,12,5,11.125
51.875,2,0,NaN,0,57.125,1,54.5,38,8.23550376363709,12,1.875,7.125
47.375,3,1,-1,1,61.875,1,54.625,38,4.21735401396437,12,-2.625,11.875
46.625,3,1,-1,1,61.625,1,54.125,48,1.93316615900345,12,-3.375,11.625
46.125,3,1,-1,1,46.25,3,46.1875,48,5.81790391557901,12,-3.875,-3.75
52,2,0,NaN,0,46.5,3,49.25,38,4.01729238901892,12,2,-3.5
45.875,3,1,-1,1,46,3,45.9375,38,5.70117805054152,12,-4.125,-4
54.375,2,0,NaN,0,47.875,3,51.125,48,3.7171860296743,12,4.375,-2.125
45.875,3,0,NaN,0,61.125,1,53.5,48,5.26774141111596,12,-4.125,11.125
44.875,3,1,-1,1,60.875,1,52.875,48,4.15065331534891,12,-5.125,10.875
47.75,3,0,NaN,0,59.625,1,53.6875,61,4.01725678898719,12,-2.25,9.625
50.5,2,0,NaN,0,57.25,1,53.875,52,9.96951029475939,12,0.5,7.25
54.375,2,1,-1,0,52.5,2,53.4375,38,4.50078595707542,12,4.375,2.5
46.125,3,1,1,0,58.625,1,52.375,52,4.4174262855556,12,-3.875,8.625
47.5,3,0,NaN,0,39.5,4,43.5,52,4.20067886420439,12,-2.5,-10.5
51.125,2,1,1,1,45.625,3,48.375,48,6.85160947355893,12,1.125,-4.375
44.25,3,1,-1,1,45.875,3,45.0625,48,5.05100332248978,12,-5.75,-4.125
50.5,2,1,1,1,62.25,1,56.375,62,5.06760973658111,12,0.5,12.25
51.75,2,1,1,1,60.5,1,56.125,48,3.66714687904154,12,1.75,10.5
45.5,3,0,NaN,0,42.375,4,43.9375,38,6.28461467528861,12,-4.5,-7.625
55.25,2,1,1,1,55.375,2,55.3125,48,5.100964970048,12,5.25,5.375
51.5,2,0,NaN,0,47.75,3,49.625,52,4.93427961002896,12,1.5,-2.25
53.125,2,-1,1,1,40.625,4,46.875,NaN,6.70291233435273,13,3.125,-9.375
55.25,2,-1,1,1,42.25,4,48.75,NaN,2.12179522030056,13,5.25,-7.75
50.75,2,-1,1,1,46.625,3,48.6875,NaN,1.38968143519014,13,0.75,-3.375
45.875,3,-1,-1,1,45.75,3,45.8125,NaN,1.22436060383916,13,-4.125,-4.25
47.75,3,-1,-1,1,52.125,2,49.9375,NaN,1.11963003035635,13,-2.25,2.125
52.625,2,-1,1,1,58.375,1,55.5,NaN,2.17844934202731,13,2.625,8.375
50.625,2,-1,1,1,50.5,2,50.5625,NaN,2.85161580890417,13,0.625,0.5
53.625,2,-1,-1,0,46.5,3,50.0625,NaN,1.81479114759713,13,3.625,-3.5
47.375,3,-1,-1,1,58.25,1,52.8125,NaN,1.53302037063986,13,-2.625,8.25
52.125,2,-1,1,1,48.75,3,50.4375,NaN,1.78642672300339,13,2.125,-1.25
54.125,2,-1,-1,0,44.5,3,49.3125,NaN,1.40150469355285,13,4.125,-5.5
47.5,3,-1,1,0,41.5,4,44.5,NaN,1.98649067990482,13,-2.5,-8.5
51.25,2,-1,1,1,45.75,3,48.5,NaN,1.8454820625484,13,1.25,-4.25
54.875,2,-1,1,1,58.125,1,56.5,NaN,2.14611435681581,13,4.875,8.125
50.25,2,-1,-1,0,58,1,54.125,NaN,2.16595174744725,13,0.25,8
50.875,2,-1,-1,0,42.375,4,46.625,NaN,2.48874130193144,13,0.875,-7.625
46.25,3,-1,-1,1,46.625,3,46.4375,NaN,1.62548334617168,13,-3.75,-3.375
46.5,3,-1,1,0,47.5,3,47,NaN,1.90320343151689,13,-3.5,-2.5
47.125,3,-1,1,0,60.875,1,54,NaN,1.99700121581554,13,-2.875,10.875
54,2,-1,1,1,62.375,1,58.1875,NaN,3.38975313212723,13,4,12.375
46.875,3,-1,1,0,60,1,53.4375,NaN,1.7912378013134,13,-3.125,10
48.5,3,-1,1,0,59.375,1,53.9375,NaN,2.9143663616851,13,-1.5,9.375
48.625,3,-1,-1,1,48.5,3,48.5625,NaN,1.88627313449979,13,-1.375,-1.5
52.875,2,-1,1,1,62.875,1,57.875,NaN,2.00343615096062,13,2.875,12.875
50.75,2,-1,1,1,51.75,2,51.25,NaN,2.46054599899799,13,0.75,1.75
48.625,3,-1,1,0,62.375,1,55.5,NaN,2.580581728369,13,-1.375,12.375
47,3,-1,1,0,39.875,4,43.4375,NaN,2.17300689220428,13,-3,-10.125
52.5,2,-1,1,1,58.25,1,55.375,NaN,2.01662163529545,13,2.5,8.25
54.625,2,-1,1,1,57.75,1,56.1875,NaN,2.42409860622138,13,4.625,7.75
53.75,2,-1,-1,0,59.875,1,56.8125,NaN,1.9364395821467,13,3.75,9.875
50.75,2,-1,-1,0,58,1,54.375,NaN,1.33346967305988,13,0.75,8
45.25,3,-1,1,0,46.125,3,45.6875,NaN,2.22786494065076,13,-4.75,-3.875
52.25,2,-1,1,1,44.875,3,48.5625,NaN,2.40054834913462,13,2.25,-5.125
47.5,3,-1,-1,1,42.125,4,44.8125,NaN,1.99284764379263,13,-2.5,-7.875
51.875,2,-1,-1,0,44.625,3,48.25,NaN,2.23598522506654,13,1.875,-5.375
48.25,3,-1,1,0,57.5,1,52.875,NaN,1.5545696252957,13,-1.75,7.5
45.875,3,-1,-1,1,58.625,1,52.25,NaN,2.42911102902144,13,-4.125,8.625
51.625,2,-1,1,1,52.25,2,51.9375,NaN,2.29600052349269,13,1.625,2.25
51.25,2,-1,1,1,61.25,1,56.25,NaN,2.06249267049134,13,1.25,11.25
52.125,2,-1,1,1,39.625,4,45.875,NaN,3.76618159096688,13,2.125,-10.375
55,2,-1,1,1,46.5,3,50.75,NaN,2.75967449694872,13,5,-3.5
53.375,2,-1,1,1,40.625,4,47,NaN,1.73790712747723,13,3.375,-9.375
47,3,-1,1,0,55.125,2,51.0625,NaN,1.16536784172058,13,-3,5.125
47.875,3,-1,-1,1,57.625,1,52.75,NaN,2.57703093532473,13,-2.125,7.625
54.5,2,-1,1,1,41.375,4,47.9375,NaN,2.15879815630615,13,4.5,-8.625
47.75,3,-1,-1,1,54,2,50.875,NaN,4.6976942140609,13,-2.25,4
48,3,-1,1,0,51.5,2,49.75,NaN,2.24577089305967,13,-2,1.5
