x1,x1_mean,condition,binchoice,bincorrect,x2,x2_mean,xavg,estim,binrt,subj,x1_relative,x2_relative
50.625,2,-1,1,1,50.5,2,50.5625,NaN,1.66988546110224,7,0.625,0.5
53.625,2,-1,1,1,46.5,3,50.0625,NaN,2.21052797479206,7,3.625,-3.5
47.375,3,-1,-1,1,58.25,1,52.8125,NaN,1.26222528883955,7,-2.625,8.25
52.125,2,-1,1,1,48.75,3,50.4375,NaN,1.56176064605825,7,2.125,-1.25
54.125,2,-1,-1,0,44.5,3,49.3125,NaN,2.67689750064164,7,4.125,-5.5
47.5,3,-1,1,0,41.5,4,44.5,NaN,2.66765392714296,7,-2.5,-8.5
51.25,2,-1,1,1,45.75,3,48.5,NaN,1.62132385780569,7,1.25,-4.25
54.875,2,-1,1,1,58.125,1,56.5,NaN,1.76669887235039,7,4.875,8.125
50.25,2,-1,-1,0,58,1,54.125,NaN,2.83593902160646,7,0.25,8
50.875,2,-1,-1,0,42.375,4,46.625,NaN,1.35316979300114,7,0.875,-7.625
46.25,3,-1,-1,1,46.625,3,46.4375,NaN,1.48444032354746,7,-3.75,-3.375
46.5,3,-1,1,0,47.5,3,47,NaN,3.09512129367795,7,-3.5,-2.5
47.125,3,-1,1,0,60.875,1,54,NaN,2.62189559306717,7,-2.875,10.875
54,2,-1,-1,0,62.375,1,58.1875,NaN,1.76331143578864,7,4,12.375
46.875,3,-1,-1,1,60,1,53.4375,NaN,1.13141690794146,7,-3.125,10
48.5,3,-1,1,0,59.375,1,53.9375,NaN,1.67516016721493,7,-1.5,9.375
48.625,3,-1,1,0,48.5,3,48.5625,NaN,3.2158681275323,7,-1.375,-1.5
52.875,2,-1,1,1,62.875,1,57.875,NaN,1.4583203807415,7,2.875,12.875
50.75,2,-1,1,1,51.75,2,51.25,NaN,1.95757499450701,7,0.75,1.75
48.625,3,-1,1,0,62.375,1,55.5,NaN,2.31452666170662,7,-1.375,12.375
47,3,-1,1,0,39.875,4,43.4375,NaN,1.89626583136851,7,-3,-10.125
52.5,2,-1,1,1,58.25,1,55.375,NaN,1.39852489638724,7,2.5,8.25
54.625,2,-1,1,1,57.75,1,56.1875,NaN,4.85828170337481,7,4.625,7.75
53.75,2,-1,-1,0,59.875,1,56.8125,NaN,1.16777686853311,7,3.75,9.875
50.75,2,-1,1,1,58,1,54.375,NaN,1.77704719049507,7,0.75,8
45.25,3,-1,1,0,46.125,3,45.6875,NaN,2.67888630463858,7,-4.75,-3.875
52.25,2,-1,-1,0,44.875,3,48.5625,NaN,2.51057934359415,7,2.25,-5.125
47.5,3,-1,1,0,42.125,4,44.8125,NaN,1.29210676017101,7,-2.5,-7.875
51.875,2,-1,1,1,44.625,3,48.25,NaN,3.80878055765061,7,1.875,-5.375
48.25,3,-1,1,0,57.5,1,52.875,NaN,0.488574262766633,7,-1.75,7.5
45.875,3,-1,-1,1,58.625,1,52.25,NaN,2.19216894486453,7,-4.125,8.625
51.625,2,-1,1,1,52.25,2,51.9375,NaN,2.75962432505912,7,1.625,2.25
51.25,2,-1,1,1,61.25,1,56.25,NaN,1.99418569126283,7,1.25,11.25
52.125,2,-1,1,1,39.625,4,45.875,NaN,0.614374972152291,7,2.125,-10.375
55,2,-1,1,1,46.5,3,50.75,NaN,1.07881297403947,7,5,-3.5
53.375,2,-1,1,1,40.625,4,47,NaN,0.523229854996316,7,3.375,-9.375
47,3,-1,1,0,55.125,2,51.0625,NaN,0.705912153673125,7,-3,5.125
47.875,3,-1,1,0,57.625,1,52.75,NaN,1.40063906094292,7,-2.125,7.625
54.5,2,-1,1,1,41.375,4,47.9375,NaN,3.13077617689851,7,4.5,-8.625
47.75,3,-1,-1,1,54,2,50.875,NaN,1.59326433207025,7,-2.25,4
48,3,-1,-1,1,51.5,2,49.75,NaN,1.17673085929709,7,-2,1.5
54,2,-1,1,1,40.25,4,47.125,NaN,1.27435738258646,7,4,-9.75
44.375,3,-1,-1,1,61.125,1,52.75,NaN,1.58421617429121,7,-5.625,11.125
52.125,2,-1,1,1,60.375,1,56.25,NaN,1.24088584198034,7,2.125,10.375
48.5,3,-1,-1,1,42.75,4,45.625,NaN,2.54605454820557,7,-1.5,-7.25
47.625,3,-1,-1,1,40.5,4,44.0625,NaN,1.58453818346607,7,-2.375,-9.5
48.5,3,-1,1,0,47.5,3,48,NaN,1.34498734629597,7,-1.5,-2.5
55.125,2,-1,1,1,44.75,3,49.9375,NaN,1.88363594398834,7,5.125,-5.25
54.625,2,-1,1,1,39.125,4,46.875,NaN,0.685501852422021,7,4.625,-10.875
50.625,2,-1,1,1,59.375,1,55,NaN,0.650575366540579,7,0.625,9.375
44.5,3,-1,-1,1,59.25,1,51.875,NaN,1.43325958008063,7,-5.5,9.25
46.125,3,-1,-1,1,60.625,1,53.375,NaN,0.496884395513916,7,-3.875,10.625
44.5,3,-1,-1,1,37.75,4,41.125,NaN,0.891711065312847,7,-5.5,-12.25
51.25,2,-1,-1,0,58.25,1,54.75,NaN,0.935686525917845,7,1.25,8.25
51.25,2,-1,1,1,54.125,2,52.6875,NaN,1.29683748376556,7,1.25,4.125
50.25,2,-1,-1,0,59.75,1,55,NaN,1.25342259980971,7,0.25,9.75
53,2,-1,-1,0,53,2,53,NaN,1.00310870670364,7,3,3
55.875,2,-1,1,1,37.5,4,46.6875,NaN,1.47796707160887,7,5.875,-12.5
53.75,2,-1,1,1,45.375,3,49.5625,NaN,1.5745677613013,7,3.75,-4.625
55.25,2,-1,1,1,62.875,1,59.0625,NaN,1.72958321502665,7,5.25,12.875
51.75,2,-1,1,1,38.625,4,45.1875,NaN,2.39769580896245,7,1.75,-11.375
52.75,2,-1,1,1,57.375,1,55.0625,NaN,1.6894263625436,7,2.75,7.375
47.375,3,-1,1,0,40.375,4,43.875,NaN,3.60255844431231,7,-2.625,-9.625
52.125,2,-1,1,1,53,2,52.5625,NaN,1.27628737292252,7,2.125,3
44.5,3,-1,-1,1,58.5,1,51.5,NaN,2.24936560698552,7,-5.5,8.5
52.125,2,-1,1,1,57.5,1,54.8125,NaN,1.29343624971807,7,2.125,7.5
54.625,2,-1,1,1,47.375,3,51,NaN,3.10657914276817,7,4.625,-2.625
48.625,3,-1,1,0,44.75,3,46.6875,NaN,1.40746407222468,7,-1.375,-5.25
48.25,3,-1,1,0,45.5,3,46.875,NaN,2.40539914608235,7,-1.75,-4.5
47.25,3,-1,-1,1,48.75,3,48,NaN,2.1952378754504,7,-2.75,-1.25
47,3,-1,-1,1,54.625,2,50.8125,NaN,1.22528848826187,7,-3,4.625
48.5,3,-1,-1,1,58.125,1,53.3125,NaN,1.65557509165956,7,-1.5,8.125
45.625,3,-1,-1,1,53.5,2,49.5625,NaN,1.2469546754437,7,-4.375,3.5
50.625,2,-1,-1,0,48.5,3,49.5625,NaN,1.13238035945687,7,0.625,-1.5
54.25,2,-1,-1,0,44.5,3,49.375,NaN,1.3215995701612,7,4.25,-5.5
54.25,2,-1,1,1,45,3,49.625,NaN,2.99075432849349,7,4.25,-5
46.875,3,-1,1,0,51.75,2,49.3125,NaN,1.64983171553467,7,-3.125,1.75
48.25,3,-1,1,0,37.75,4,43,NaN,2.6831309973204,7,-1.75,-12.25
54.625,2,-1,1,1,42.375,4,48.5,NaN,1.30091009571333,7,4.625,-7.625
48.5,3,-1,-1,1,44.5,3,46.5,NaN,1.55482449775445,7,-1.5,-5.5
47,3,-1,-1,1,62,1,54.5,NaN,1.33022646969766,7,-3,12
48.625,3,-1,1,0,62.375,1,55.5,NaN,1.51837384331156,7,-1.375,12.375
52.25,2,-1,-1,0,42.75,4,47.5,NaN,0.953528622107115,7,2.25,-7.25
54.125,2,-1,1,1,62.75,1,58.4375,NaN,1.68494129311875,7,4.125,12.75
52.625,2,-1,1,1,60,1,56.3125,NaN,1.71250811222126,7,2.625,10
50.875,2,-1,1,1,45.375,3,48.125,NaN,1.65384142420953,7,0.875,-4.625
45.5,3,-1,-1,1,51.875,2,48.6875,NaN,1.24351117172046,7,-4.5,1.875
47.625,3,-1,1,0,57.625,1,52.625,NaN,1.83530965042883,7,-2.375,7.625
45,3,-1,-1,1,47.375,3,46.1875,NaN,0.985519035661127,7,-5,-2.625
44.875,3,-1,-1,1,40.125,4,42.5,NaN,1.2392363580293,7,-5.125,-9.875
52.25,2,-1,1,1,52.125,2,52.1875,NaN,2.28417612449266,7,2.25,2.125
51.875,2,-1,1,1,39.125,4,45.5,NaN,1.32920604388346,7,1.875,-10.875
53.25,2,-1,1,1,53.125,2,53.1875,NaN,1.3215444702073,7,3.25,3.125
44.125,3,-1,1,0,59.375,1,51.75,NaN,1.25676919004763,7,-5.875,9.375
47.375,3,-1,1,0,38.75,4,43.0625,NaN,0.666434763115831,7,-2.625,-11.25
44.75,3,-1,-1,1,52.25,2,48.5,NaN,1.8355762239371,7,-5.25,2.25
45.625,3,-1,-1,1,55.5,2,50.5625,NaN,1.48164622590411,7,-4.375,5.5
55.125,2,-1,1,1,61.75,1,58.4375,NaN,1.12499304243829,7,5.125,11.75
45.125,3,-1,-1,1,53.5,2,49.3125,NaN,1.1772059945215,7,-4.875,3.5
48.625,3,-1,-1,1,60.5,1,54.5625,NaN,1.45429516551667,7,-1.375,10.5
53.875,2,-1,1,1,59.125,1,56.5,NaN,1.17901916944538,7,3.875,9.125
54.625,2,-1,1,1,41.875,4,48.25,NaN,0.98125420048018,7,4.625,-8.125
52.75,2,-1,1,1,37.625,4,45.1875,NaN,1.9189821795153,7,2.75,-12.375
45.75,3,-1,-1,1,51.625,2,48.6875,NaN,1.05107557782321,7,-4.25,1.625
51.75,2,-1,-1,0,44.5,3,48.125,NaN,1.0034890283714,7,1.75,-5.5
53,2,-1,-1,0,42.125,4,47.5625,NaN,5.01185209513642,7,3,-7.875
46,3,-1,1,0,52.625,2,49.3125,NaN,3.50228409830015,7,-4,2.625
53.5,2,-1,1,1,54.625,2,54.0625,NaN,1.5177000046242,7,3.5,4.625
45.875,3,-1,1,0,45.375,3,45.625,NaN,2.21850240105414,7,-4.125,-4.625
54.25,2,-1,1,1,45.25,3,49.75,NaN,1.08124258733005,7,4.25,-4.75
51,2,-1,1,1,53.5,2,52.25,NaN,1.40888569896924,7,1,3.5
53,2,-1,-1,0,52.75,2,52.875,NaN,1.41448782707448,7,3,2.75
44.875,3,-1,-1,1,57.125,1,51,NaN,1.62122803687816,7,-5.125,7.125
45.125,3,-1,-1,1,59.875,1,52.5,NaN,1.33930442773271,7,-4.875,9.875
47.125,3,-1,-1,1,59.25,1,53.1875,NaN,1.04528353194473,7,-2.875,9.25
51,2,-1,1,1,54.625,2,52.8125,NaN,1.86784948434797,7,1,4.625
46.875,3,-1,1,0,54.5,2,50.6875,NaN,0.765132281492697,7,-3.125,4.5
53.125,2,-1,1,1,58.5,1,55.8125,NaN,1.31530526510323,7,3.125,8.5
50.5,2,-1,-1,0,46.125,3,48.3125,NaN,1.94550540309865,7,0.5,-3.875
53.25,2,-1,-1,0,44.375,3,48.8125,NaN,1.28556713173748,7,3.25,-5.625
55.625,2,-1,1,1,57.25,1,56.4375,NaN,1.21180518376059,7,5.625,7.25
48.75,3,1,1,0,44.375,3,46.5625,70,5.60804684390505,7,-1.25,-5.625
48.375,3,1,-1,1,47.875,3,48.125,56,6.25075691148747,7,-1.625,-2.125
54.5,2,0,NaN,0,41.125,4,47.8125,64,3.67690367250479,7,4.5,-8.875
45.375,3,1,1,0,41.625,4,43.5,60,5.36525830323031,7,-4.625,-8.375
47.5,3,1,-1,1,38.625,4,43.0625,43,4.02795046282196,7,-2.5,-11.375
47.75,3,1,1,0,57.5,1,52.625,66,2.84106326801266,7,-2.25,7.5
52,2,0,NaN,0,39.5,4,45.75,48,3.54316461195048,7,2,-10.5
46.625,3,1,-1,1,38.375,4,42.5,41,3.45950685770682,7,-3.375,-11.625
47.5,3,0,NaN,0,47.875,3,47.6875,40,2.87448908580615,7,-2.5,-2.125
47.25,3,1,-1,1,41.375,4,44.3125,49,4.78021385343136,7,-2.75,-8.625
48.625,3,0,NaN,0,42.375,4,45.5,56,4.52944435611654,7,-1.375,-7.625
52.25,2,1,1,1,39.25,4,45.75,54,3.79391042843319,7,2.25,-10.75
51.625,2,0,NaN,0,48.375,3,50,39,3.72629004537621,7,1.625,-1.625
54.75,2,1,1,1,47.25,3,51,50,4.88051105336813,7,4.75,-2.75
46.75,3,0,NaN,0,47.75,3,47.25,38,4.93064904833319,7,-3.25,-2.25
53.25,2,1,1,1,58.75,1,56,61,2.18862350580407,7,3.25,8.75
44.25,3,1,-1,1,48.25,3,46.25,33,5.04771841688288,7,-5.75,-1.75
46.875,3,0,NaN,0,39.875,4,43.375,36,2.62372776276375,7,-3.125,-10.125
53.375,2,1,1,1,42,4,47.6875,59,3.62665814400876,7,3.375,-8
55.375,2,0,NaN,0,37.625,4,46.5,53,3.17537765847942,7,5.375,-12.375
47,3,0,NaN,0,46.5,3,46.75,40,2.55686745673453,7,-3,-3.5
52.375,2,0,NaN,0,54.5,2,53.4375,49,6.35158330409774,7,2.375,4.5
53.375,2,0,NaN,0,38,4,45.6875,52,3.09193234510596,7,3.375,-12
54.625,2,1,1,1,58,1,56.3125,59,3.7270403944685,7,4.625,8
44.625,3,0,NaN,0,47.375,3,46,49,3.27558460061607,7,-5.375,-2.625
54.875,2,0,NaN,0,58.375,1,56.625,59,5.78320517836283,7,4.875,8.375
51.125,2,1,-1,0,54.625,2,52.875,46,6.25127314360396,7,1.125,4.625
55.875,2,0,NaN,0,58.5,1,57.1875,58,4.07803895607721,7,5.875,8.5
47.25,3,1,-1,1,54,2,50.625,53,6.40173268089765,7,-2.75,4
51.25,2,1,1,1,58.875,1,55.0625,54,4.91393432014712,7,1.25,8.875
45.5,3,1,-1,1,59.25,1,52.375,50,4.09479754266791,7,-4.5,9.25
48.75,3,0,NaN,0,54,2,51.375,48,4.51276367821055,7,-1.25,4
45.125,3,0,NaN,0,48.75,3,46.9375,38,2.33961096276992,7,-4.875,-1.25
51.75,2,1,-1,0,45.5,3,48.625,41,5.13125130673472,7,1.75,-4.5
53.75,2,1,1,1,53.125,2,53.4375,55,3.32582273167121,7,3.75,3.125
46.375,3,1,-1,1,46.875,3,46.625,49,5.48229975095128,7,-3.625,-3.125
55.25,2,1,1,1,55.625,2,55.4375,58,4.39571739408683,7,5.25,5.625
47.5,3,1,1,0,51.375,2,49.4375,60,6.23455650090405,7,-2.5,1.375
48.5,3,0,NaN,0,42.125,4,45.3125,51,2.99148183871975,7,-1.5,-7.875
44.75,3,0,NaN,0,40.375,4,42.5625,39,5.66616105934376,7,-5.25,-9.625
51.125,2,1,-1,0,57.625,1,54.375,50,10.8155124454965,7,1.125,7.625
53.625,2,1,1,1,46.625,3,50.125,61,21.3298514266328,7,3.625,-3.375
48,3,0,NaN,0,46.375,3,47.1875,57,3.2589657735353,7,-2,-3.625
53.25,2,0,NaN,0,53.5,2,53.375,57,4.71395976166886,7,3.25,3.5
54.625,2,0,NaN,0,58.75,1,56.6875,62,7.18805193976568,7,4.625,8.75
55.375,2,1,1,1,47.125,3,51.25,52,4.79686049108089,7,5.375,-2.875
47.25,3,1,1,0,44.75,3,46,44,5.46559036536141,7,-2.75,-5.25
51.5,2,0,NaN,0,42.25,4,46.875,48,5.86683295693308,7,1.5,-7.75
52.875,2,1,1,1,62.5,1,57.6875,66,5.04766819848335,7,2.875,12.5
54.625,2,0,NaN,0,37.25,4,45.9375,47,7.18734971914552,7,4.625,-12.75
45.5,3,1,-1,1,40.5,4,43,48,6.35158988962438,7,-4.5,-9.5
44.375,3,1,-1,1,37.625,4,41,39,5.28171412175629,7,-5.625,-12.375
44.5,3,0,NaN,0,40.625,4,42.5625,38,5.34858638096743,7,-5.5,-9.375
54.125,2,1,1,1,53.5,2,53.8125,51,4.21179137813383,7,4.125,3.5
46.875,3,1,-1,1,61.5,1,54.1875,44,3.05835608261015,7,-3.125,11.5
48.625,3,1,-1,1,38.125,4,43.375,42,3.92763059945178,7,-1.375,-11.875
54.125,2,0,NaN,0,55.75,2,54.9375,49,3.94434259118614,7,4.125,5.75
48,3,1,1,0,52.25,2,50.125,56,2.65717069590997,7,-2,2.25
54.375,2,1,1,1,54.375,2,54.375,56,5.14787957106563,7,4.375,4.375
51,2,0,NaN,0,47.75,3,49.375,48,4.46266813332973,7,1,-2.25
55.25,2,0,NaN,0,51,2,53.125,40,4.11215422939469,7,5.25,1
47.625,3,1,1,0,59.375,1,53.5,57,4.76349548165482,7,-2.375,9.375
47.75,3,0,NaN,0,46.625,3,47.1875,52,3.46016658313639,7,-2.25,-3.375
51.75,2,1,-1,0,55,2,53.375,42,2.65712193594899,7,1.75,5
52,2,0,NaN,0,58.875,1,55.4375,48,3.25896921665311,7,2,8.875
47.125,3,0,NaN,0,42.5,4,44.8125,45,7.30411877464946,7,-2.875,-7.5
44.625,3,1,-1,1,46.125,3,45.375,43,4.32881308431032,7,-5.375,-3.875
55.25,2,0,NaN,0,48.125,3,51.6875,55,3.80993020313277,7,5.25,-1.875
45.875,3,0,NaN,0,38.875,4,42.375,38,3.50972021034208,7,-4.125,-11.125
48.75,3,0,NaN,0,54.125,2,51.4375,52,3.30912682285542,7,-1.25,4.125
51.875,2,0,NaN,0,41.375,4,46.625,45,3.15930202708694,7,1.875,-8.625
46,3,1,1,0,60.625,1,53.3125,55,3.86077400717846,7,-4,10.625
54.25,2,1,1,1,53.75,2,54,55,2.70791517577982,7,4.25,3.75
53.125,2,0,NaN,0,60.875,1,57,61,4.34548327749656,7,3.125,10.875
52.875,2,0,NaN,0,47.375,3,50.125,57,3.29229730904016,7,2.875,-2.625
54.625,2,1,1,1,50.875,2,52.75,63,3.27630104477094,7,4.625,0.875
51.25,2,0,NaN,0,62.875,1,57.0625,58,4.71333293881343,7,1.25,12.875
50.75,2,1,-1,0,48.25,3,49.5,52,4.21182518784673,7,0.75,-1.75
45.875,3,0,NaN,0,50.5,2,48.1875,40,3.54315576609468,7,-4.125,0.5
47.25,3,1,-1,1,59.125,1,53.1875,59,4.62974372115796,7,-2.75,9.125
45.25,3,1,-1,1,46.875,3,46.0625,48,3.96108028351459,7,-4.75,-3.125
50.5,2,0,NaN,0,48.75,3,49.625,44,3.82734536272057,7,0.5,-1.25
47.125,3,0,NaN,0,61.375,1,54.25,60,3.66016412079248,7,-2.875,11.375
45.5,3,0,NaN,0,53.25,2,49.375,47,2.85768448572982,7,-4.5,3.25
45.5,3,1,1,0,57.125,1,51.3125,48,3.00823560394314,7,-4.5,7.125
51.25,2,1,1,1,58.125,1,54.6875,44,2.12218839224788,7,1.25,8.125
54.125,2,0,NaN,0,50.5,2,52.3125,58,4.14495151029157,7,4.125,0.5
45.875,3,0,NaN,0,61.125,1,53.5,48,6.80283411967446,7,-4.125,11.125
44.75,3,0,NaN,0,58.125,1,51.4375,55,4.73005694387151,7,-5.25,8.125
45.75,3,1,1,0,50.375,2,48.0625,45,2.99149511502118,7,-4.25,0.375
54,2,1,-1,0,39.5,4,46.75,36,1.90490521537317,7,4,-10.5
54.125,2,1,1,1,51.25,2,52.6875,64,5.86679710239912,7,4.125,1.25
46.125,3,1,1,0,59.75,1,52.9375,53,4.46257505888884,7,-3.875,9.75
52.125,2,1,1,1,55.25,2,53.6875,59,2.70733121397757,7,2.125,5.25
47.625,3,0,NaN,0,57.75,1,52.6875,61,4.99751243161762,7,-2.375,7.75
50.375,2,0,NaN,0,46,3,48.1875,47,3.5932704761611,7,0.375,-4
48.125,3,1,1,0,57.125,1,52.625,53,6.7360743055743,7,-1.875,7.125
55,2,1,1,1,41.25,4,48.125,46,3.07508457825566,7,5,-8.75
48.375,3,1,1,0,45,3,46.6875,62,11.1158695050253,7,-1.625,-5
45.5,3,0,NaN,0,53.375,2,49.4375,40,4.88050067890835,7,-4.5,3.375
54,2,0,NaN,0,45,3,49.5,51,6.03395210245695,7,4,-5
54.5,2,0,NaN,0,46.75,3,50.625,50,3.02493272060666,7,4.5,-3.25
47.25,3,0,NaN,0,45.375,3,46.3125,47,4.14494865355627,7,-2.75,-4.625
53.125,2,0,NaN,0,40.75,4,46.9375,43,4.62974711415761,7,3.125,-9.25
44.375,3,1,1,0,50.125,2,47.25,58,1.85476029908978,7,-5.625,0.125
48.25,3,1,-1,1,44.625,3,46.4375,40,4.51272729242406,7,-1.75,-5.375
55.125,2,0,NaN,0,38.25,4,46.6875,42,3.42674828306739,7,5.125,-11.75
48.5,3,0,NaN,0,57.375,1,52.9375,44,6.80290446552834,7,-1.5,7.375
50.25,2,0,NaN,0,58,1,54.125,48,3.62611591560101,7,0.25,8
50.625,2,0,NaN,0,61.875,1,56.25,56,4.21184020324843,7,0.625,11.875
45,3,0,NaN,0,42.875,4,43.9375,44,3.25899459147914,7,-5,-7.125
46.125,3,0,NaN,0,44.125,3,45.125,38,3.81062152806424,7,-3.875,-5.875
47.25,3,1,-1,1,59.875,1,53.5625,39,4.84707029033838,7,-2.75,9.875
47.25,3,1,1,0,46.375,3,46.8125,48,3.77717019511386,7,-2.75,-3.625
46.625,3,1,-1,1,45.25,3,45.9375,41,3.40932073928146,7,-3.375,-4.75
50.375,2,0,NaN,0,47.25,3,48.8125,60,2.05534143769734,7,0.375,-2.75
47.875,3,1,-1,1,47.625,3,47.75,53,3.57658203495164,7,-2.125,-2.375
46.625,3,1,1,0,44.125,3,45.375,57,2.03854579874859,7,-3.375,-5.875
47.5,3,0,NaN,0,38.5,4,43,46,5.28170981159426,7,-2.5,-11.5
44.625,3,0,NaN,0,57.25,1,50.9375,50,3.74375124350873,7,-5.375,7.25
53.875,2,1,1,1,50.625,2,52.25,54,6.3515865467429,7,3.875,0.625
55.125,2,0,NaN,0,45.25,3,50.1875,60,6.01723849190592,7,5.125,-4.75
53.625,2,0,NaN,0,46.625,3,50.125,53,5.04773957677139,7,3.625,-3.375
54.5,2,0,NaN,0,57.875,1,56.1875,46,3.96107666999503,7,4.5,7.875
46.625,3,0,NaN,0,58.5,1,52.5625,56,4.73004881971726,7,-3.375,8.5
47,3,0,NaN,0,46.125,3,46.5625,47,2.32285828009885,7,-3,-3.875
54,2,1,1,1,60.75,1,57.375,60,3.09180050927764,7,4,10.75
53.5,2,0,NaN,0,48,3,50.75,61,1.36997324037057,7,3.5,-2
47.375,3,0,NaN,0,37.5,4,42.4375,37,4.29541461098667,7,-2.625,-12.5
45.5,3,1,-1,1,58.25,1,51.875,38,3.57658683125985,7,-4.5,8.25
45.5,3,0,NaN,0,53.25,2,49.375,54,6.55217693716339,7,-4.5,3.25
53.875,2,1,1,1,59.625,1,56.75,56,5.147962782252,7,3.875,9.625
51.75,2,1,1,1,48.25,3,50,44,3.86077284944889,7,1.75,-1.75
48.25,3,1,-1,1,60.5,1,54.375,48,3.09179804847583,7,-1.75,10.5
52.875,2,0,NaN,0,41,4,46.9375,58,3.79390813803313,7,2.875,-9
46.25,3,0,NaN,0,54.875,2,50.5625,58,4.58028613538843,7,-3.75,4.875
50.375,2,1,1,1,48,3,49.1875,63,2.92463060908989,7,0.375,-2
44.875,3,1,-1,1,54,2,49.4375,44,3.62736307602154,7,-5.125,4
51.125,2,0,NaN,0,46.5,3,48.8125,40,3.40942104076149,7,1.125,-3.5
46,3,0,NaN,0,62,1,54,66,2.89056032183571,7,-4,12
46.875,3,0,NaN,0,60,1,53.4375,63,2.67387182703836,7,-3.125,10
54.5,2,0,NaN,0,42.375,4,48.4375,45,3.69370603229923,7,4.5,-7.625
52.875,2,0,NaN,0,55.25,2,54.0625,44,4.47930000115657,7,2.875,5.25
53.875,2,0,NaN,0,41.125,4,47.5,39,4.54626813641393,7,3.875,-8.875
52.125,2,1,1,1,54,2,53.0625,54,2.9580648467348,7,2.125,4
51.5,2,0,NaN,0,61.25,1,56.375,54,3.96107140257607,7,1.5,11.25
54.375,2,1,1,1,52,2,53.1875,49,3.15867673283549,7,4.375,2
46.625,3,0,NaN,0,54.75,2,50.6875,59,6.80293418058731,7,-3.375,4.75
48.125,3,1,1,0,57.25,1,52.6875,53,3.00820419990208,7,-1.875,7.25
45.125,3,0,NaN,0,39,4,42.0625,51,3.12523354408664,7,-4.875,-11
47.75,3,0,NaN,0,44.25,3,46,44,2.1556593614946,7,-2.25,-5.75
55,2,1,-1,0,61.125,1,58.0625,47,6.20113042249612,7,5,11.125
51.875,2,0,NaN,0,57.125,1,54.5,51,8.30745034677914,7,1.875,7.125
47.375,3,1,-1,1,61.875,1,54.625,60,5.85006258756221,7,-2.625,11.875
46.625,3,1,-1,1,61.625,1,54.125,51,3.67687329087425,7,-3.375,11.625
46.125,3,1,-1,1,46.25,3,46.1875,46,10.0626027160189,7,-3.875,-3.75
52,2,0,NaN,0,46.5,3,49.25,45,3.71022442759275,7,2,-3.5
45.875,3,1,-1,1,46,3,45.9375,44,4.14495818603091,7,-4.125,-4
54.375,2,0,NaN,0,47.875,3,51.125,42,2.35626366972902,7,4.375,-2.125
45.875,3,0,NaN,0,61.125,1,53.5,40,1.88809713208449,7,-4.125,11.125
44.875,3,1,-1,1,60.875,1,52.875,43,1.90481121374626,7,-5.125,10.875
47.75,3,0,NaN,0,59.625,1,53.6875,46,2.07206118271155,7,-2.25,9.625
50.5,2,0,NaN,0,57.25,1,53.875,48,1.72097187214471,7,0.5,7.25
54.375,2,1,1,1,52.5,2,53.4375,58,4.26250006361151,7,4.375,2.5
46.125,3,1,1,0,58.625,1,52.375,60,2.20563528434347,7,-3.875,8.625
47.5,3,0,NaN,0,39.5,4,43.5,60,2.28939447273765,7,-2.5,-10.5
51.125,2,1,-1,0,45.625,3,48.375,50,3.59323311307043,7,1.125,-4.375
44.25,3,1,1,0,45.875,3,45.0625,51,2.28939770535917,7,-5.75,-4.125
50.5,2,1,1,1,62.25,1,56.375,45,2.13957253370446,7,0.5,12.25
51.75,2,1,1,1,60.5,1,56.125,60,2.13893104627449,7,1.75,10.5
45.5,3,0,NaN,0,42.375,4,43.9375,44,2.5903027869554,7,-4.5,-7.625
55.25,2,1,1,1,55.375,2,55.3125,51,4.11152809816992,7,5.25,5.375
51.5,2,0,NaN,0,47.75,3,49.625,50,4.42913173983276,7,1.5,-2.25
53.125,2,-1,1,1,40.625,4,46.875,NaN,0.671475768249366,8,3.125,-9.375
55.25,2,-1,1,1,42.25,4,48.75,NaN,0.511986621917458,8,5.25,-7.75
50.75,2,-1,1,1,46.625,3,48.6875,NaN,0.376717899896903,8,0.75,-3.375
45.875,3,-1,1,0,45.75,3,45.8125,NaN,2.60630187287461,8,-4.125,-4.25
47.75,3,-1,-1,1,52.125,2,49.9375,NaN,3.41453123402607,8,-2.25,2.125
52.625,2,-1,1,1,58.375,1,55.5,NaN,3.10435923388286,8,2.625,8.375
50.625,2,-1,-1,0,50.5,2,50.5625,NaN,0.686683894324233,8,0.625,0.5
53.625,2,-1,1,1,46.5,3,50.0625,NaN,1.68699076515622,8,3.625,-3.5
47.375,3,-1,-1,1,58.25,1,52.8125,NaN,1.33856810172438,8,-2.625,8.25
52.125,2,-1,1,1,48.75,3,50.4375,NaN,1.86228077004489,8,2.125,-1.25
54.125,2,-1,1,1,44.5,3,49.3125,NaN,1.25706691198866,8,4.125,-5.5
47.5,3,-1,1,0,41.5,4,44.5,NaN,2.10072674730327,8,-2.5,-8.5
51.25,2,-1,1,1,45.75,3,48.5,NaN,1.22152457408083,8,1.25,-4.25
54.875,2,-1,1,1,58.125,1,56.5,NaN,1.62203925948415,8,4.875,8.125
50.25,2,-1,1,1,58,1,54.125,NaN,1.6151419327216,8,0.25,8
50.875,2,-1,1,1,42.375,4,46.625,NaN,1.02833623041806,8,0.875,-7.625
46.25,3,-1,-1,1,46.625,3,46.4375,NaN,2.53901477559702,8,-3.75,-3.375
46.5,3,-1,1,0,47.5,3,47,NaN,1.44370758827426,8,-3.5,-2.5
